customer_id,signup_date,segment,industry,country,plan,mrr,contract_length,number_of_users,support_tickets,usage_score,nps_score,churn_date,is_churned,lifetime_months,total_revenue,clv,last_transaction_date,recency_days,transaction_count,avg_transaction_value,cohort_month
CUST_001232,15-11-2022,Small Business,Finance,Other,Enterprise,999,12,4,2,50,-4,,0,25.9,26539.98,26539.98,15-12-2024,16,26,1020.768462,2022-11
CUST_001233,29-12-2023,Small Business,Finance,USA,Enterprise,999,12,5,2,76,12,,0,12.3,13079.65,13079.65,29-12-2024,2,13,1006.126923,2023-12
CUST_001234,21-06-2020,Small Business,Finance,Canada,Enterprise,999,36,6,1,42,99,,0,55.1,54974.26,54974.26,21-12-2024,10,55,999.532,2020-06
CUST_001235,16-08-2023,Small Business,Other,Germany,Enterprise,999,24,3,2,100,58,,0,16.8,17109.19,17109.19,16-12-2024,15,17,1006.422941,2023-08
CUST_001236,26-07-2024,Enterprise,Real Estate,Germany,Basic,49,12,330,1,44,17,,0,5.3,293.07,293.07,26-12-2024,5,6,48.845,2024-07
CUST_001237,21-11-2020,Small Business,Healthcare,USA,Business,399,12,2,1,82,10,29-06-2022,1,19.5,8001.02,8001.02,21-06-2022,924,20,400.051,2020-11
CUST_001238,04-12-2023,Mid-Market,Technology,USA,Basic,49,24,25,0,62,35,,0,13.1,671.61,671.61,04-12-2024,27,13,51.66230769,2023-12
CUST_001239,15-02-2023,Mid-Market,Education,UK,Business,399,12,14,1,75,5,19-05-2024,1,15.3,6352.47,6352.47,15-05-2024,230,16,397.029375,2023-02
CUST_001240,15-04-2022,Enterprise,Other,USA,Enterprise,999,1,76,0,79,90,30-04-2023,1,12.7,13156.53,13156.53,15-04-2023,626,13,1012.040769,2022-04
CUST_001241,15-12-2024,Small Business,Healthcare,USA,Basic,49,1,5,1,61,47,,0,0.5,44.54,44.54,15-12-2024,16,1,44.54,2024-12
CUST_001242,24-12-2021,Small Business,Healthcare,Canada,Professional,149,1,6,2,61,-29,,0,36.8,5496.85,5496.85,24-12-2024,7,37,148.5635135,2021-12
CUST_001243,12-08-2020,Mid-Market,Other,UK,Business,399,24,33,2,61,-27,27-05-2021,1,9.6,3950.85,3950.85,12-05-2021,1329,10,395.085,2020-08
CUST_001244,15-06-2021,Small Business,Manufacturing,Germany,Basic,49,12,5,2,25,-10,18-02-2022,1,8.3,434.23,434.23,15-02-2022,1050,9,48.24777778,2021-06
CUST_001245,22-04-2020,Small Business,Healthcare,USA,Basic,49,1,5,0,81,19,,0,57.1,2895.25,2895.25,22-12-2024,9,57,50.79385965,2020-04
CUST_001246,19-05-2020,Mid-Market,Retail,Australia,Basic,49,24,16,1,65,-33,10-07-2021,1,13.9,704.96,704.96,19-06-2021,1291,14,50.35428571,2020-05
CUST_001247,12-07-2021,Small Business,Other,USA,Basic,49,1,6,1,58,40,,0,42.3,2074.85,2074.85,12-12-2024,19,42,49.40119048,2021-07
CUST_001248,01-01-2020,Startup,Education,Australia,Business,399,12,1,4,62,19,,0,60.9,24256.81,24256.81,01-12-2024,30,60,404.2801667,2020-01
CUST_001249,30-03-2020,Startup,Manufacturing,UK,Professional,149,24,2,3,56,3,,0,57.9,8819.32,8819.32,28-12-2024,3,58,152.0572414,2020-03
CUST_001250,15-10-2021,Small Business,Manufacturing,UK,Basic,49,12,5,4,24,35,,0,39.1,1963.56,1963.56,15-12-2024,16,39,50.34769231,2021-10
CUST_001251,15-11-2020,Small Business,Technology,Australia,Enterprise,999,1,3,2,56,100,,0,50.2,50000.68,50000.68,15-12-2024,16,50,1000.0136,2020-11
CUST_001252,22-04-2024,Enterprise,Education,USA,Business,399,12,120,4,64,1,,0,8.4,3640.2,3640.2,22-12-2024,9,9,404.4666667,2024-04
CUST_001253,18-05-2020,Mid-Market,Healthcare,USA,Professional,149,24,41,2,48,100,,0,56.3,8743.88,8743.88,18-12-2024,13,56,156.1407143,2020-05
CUST_001254,14-03-2024,Enterprise,Other,UK,Basic,49,12,183,1,66,14,,0,9.7,500.48,500.48,14-12-2024,17,10,50.048,2024-03
CUST_001255,24-04-2022,Startup,Healthcare,USA,Business,399,1,2,3,81,6,,0,32.7,13050.2,13050.2,24-12-2024,7,33,395.4606061,2022-04
CUST_001256,15-09-2020,Mid-Market,Real Estate,UK,Professional,149,1,40,1,53,4,,0,52.3,7981.02,7981.02,15-12-2024,16,52,153.4811538,2020-09
CUST_001257,23-08-2024,Mid-Market,Healthcare,USA,Business,399,24,13,2,36,70,,0,4.3,2018.56,2018.56,23-12-2024,8,5,403.712,2024-08
CUST_001258,20-06-2022,Startup,Finance,Australia,Business,399,12,2,1,65,28,10-02-2024,1,20,7889.27,7889.27,20-01-2024,346,20,394.4635,2022-06
CUST_001259,20-11-2021,Startup,Technology,Canada,Basic,49,24,1,2,73,14,,0,37.9,1922.33,1922.33,20-12-2024,11,38,50.58763158,2021-11
CUST_001260,10-01-2020,Startup,Retail,USA,Enterprise,999,12,4,2,99,-69,,0,60.6,61425.16,61425.16,10-12-2024,21,60,1023.752667,2020-01
CUST_001261,17-09-2020,Enterprise,Education,France,Professional,149,12,256,1,55,-26,12-04-2022,1,19.1,2810.44,2810.44,17-03-2022,1020,19,147.9178947,2020-09
CUST_001262,31-07-2024,Enterprise,Manufacturing,USA,Professional,149,36,111,0,65,70,,0,5.1,906.54,906.54,30-12-2024,1,6,151.09,2024-07
CUST_001263,20-06-2020,Small Business,Finance,USA,Enterprise,999,1,7,2,89,81,,0,55.2,55631.84,55631.84,20-12-2024,11,55,1011.488,2020-06
CUST_001264,16-06-2022,Mid-Market,Technology,USA,Professional,149,1,24,3,47,85,,0,31,4661.7,4661.7,16-12-2024,15,31,150.3774194,2022-06
CUST_001265,13-01-2020,Enterprise,Other,Canada,Business,399,12,88,1,76,-11,,0,60.5,24406.37,24406.37,13-12-2024,18,60,406.7728333,2020-01
CUST_001266,06-04-2023,Small Business,Manufacturing,UK,Business,399,1,7,4,75,53,,0,21.2,8999.99,8999.99,06-12-2024,25,21,428.5709524,2023-04
CUST_001267,23-07-2024,Startup,Manufacturing,Canada,Basic,49,12,3,2,77,-3,,0,5.4,293.71,293.71,23-12-2024,8,6,48.95166667,2024-07
CUST_001268,07-06-2024,Mid-Market,Education,USA,Enterprise,999,36,15,2,53,81,,0,6.9,7273.13,7273.13,07-12-2024,24,7,1039.018571,2024-06
CUST_001269,16-11-2020,Small Business,Manufacturing,Other,Professional,149,24,8,2,46,62,26-09-2021,1,10.5,1707.44,1707.44,16-09-2021,1202,11,155.2218182,2020-11
CUST_001270,04-09-2023,Small Business,Finance,Germany,Professional,149,12,2,2,59,36,,0,16.1,2472.17,2472.17,04-12-2024,27,16,154.510625,2023-09
CUST_001271,24-06-2024,Mid-Market,Manufacturing,USA,Enterprise,999,24,15,3,64,-9,,0,6.3,6836.68,6836.68,24-12-2024,7,7,976.6685714,2024-06
CUST_001272,24-11-2020,Small Business,Retail,Germany,Professional,149,1,9,0,38,80,21-04-2022,1,17.1,2659.05,2659.05,24-03-2022,1013,17,156.4147059,2020-11
CUST_001273,23-02-2022,Mid-Market,Real Estate,Canada,Business,399,12,45,4,75,36,,0,34.7,14258.44,14258.44,23-12-2024,8,35,407.384,2022-02
CUST_001274,15-02-2022,Mid-Market,Education,USA,Business,399,12,24,3,81,56,11-10-2022,1,7.9,3357.89,3357.89,15-09-2022,838,8,419.73625,2022-02
CUST_001275,29-06-2022,Small Business,Technology,USA,Basic,49,12,5,2,40,-28,,0,30.5,1557.84,1557.84,28-12-2024,3,31,50.25290323,2022-06
CUST_001276,22-04-2024,Mid-Market,Healthcare,USA,Basic,49,1,49,4,82,-17,,0,8.4,438.77,438.77,22-12-2024,9,9,48.75222222,2024-04
CUST_001277,13-12-2023,Startup,Technology,France,Basic,49,24,4,2,41,11,,0,12.8,631.76,631.76,13-12-2024,18,13,48.59692308,2023-12
CUST_001278,17-06-2024,Mid-Market,Technology,Canada,Business,399,24,31,0,50,100,,0,6.6,2772.07,2772.07,17-12-2024,14,7,396.01,2024-06
CUST_001279,23-01-2023,Small Business,Retail,USA,Basic,49,12,5,2,65,-21,10-07-2023,1,5.6,296.92,296.92,23-06-2023,557,6,49.48666667,2023-01
CUST_001280,23-05-2024,Small Business,Real Estate,USA,Basic,49,1,9,2,66,10,,0,7.4,387.29,387.29,23-12-2024,8,8,48.41125,2024-05
CUST_001281,13-11-2020,Mid-Market,Technology,UK,Basic,49,12,11,0,92,17,,0,50.3,2446.2,2446.2,13-12-2024,18,50,48.924,2020-11
CUST_001282,23-08-2020,Enterprise,Finance,UK,Basic,49,36,128,3,77,85,06-11-2021,1,14.7,744.2,744.2,23-10-2021,1165,15,49.61333333,2020-08
CUST_001283,29-11-2020,Small Business,Real Estate,Germany,Business,399,12,9,5,70,42,,0,49.8,20289.34,20289.34,28-12-2024,3,50,405.7868,2020-11
CUST_001284,10-01-2021,Startup,Education,Other,Enterprise,999,12,4,0,51,-32,13-10-2021,1,9.2,10096.38,10096.38,10-10-2021,1178,10,1009.638,2021-01
CUST_001285,22-01-2024,Startup,Finance,UK,Basic,49,36,3,2,55,14,,0,11.5,586.68,586.68,22-12-2024,9,12,48.89,2024-01
CUST_001286,06-03-2023,Small Business,Education,UK,Professional,149,12,8,1,45,10,,0,22.2,3303.13,3303.13,06-12-2024,25,22,150.1422727,2023-03
CUST_001287,10-08-2021,Startup,Finance,USA,Business,399,12,4,2,55,-30,08-04-2022,1,8,3372.37,3372.37,10-03-2022,1027,8,421.54625,2021-08
CUST_001288,19-04-2024,Small Business,Technology,France,Professional,149,12,9,6,99,30,,0,8.5,1362.49,1362.49,19-12-2024,12,9,151.3877778,2024-04
CUST_001289,27-05-2021,Small Business,Technology,USA,Enterprise,999,12,2,3,62,40,,0,43.8,44326.26,44326.26,27-12-2024,4,44,1007.415,2021-05
CUST_001290,12-08-2023,Small Business,Technology,USA,Professional,149,12,2,0,68,72,28-11-2024,1,15.8,2400.2,2400.2,12-11-2024,49,16,150.0125,2023-08
CUST_001291,05-09-2023,Small Business,Healthcare,Germany,Basic,49,12,7,3,56,50,22-10-2024,1,13.8,678.15,678.15,05-10-2024,87,14,48.43928571,2023-09
CUST_001292,06-07-2022,Startup,Other,USA,Enterprise,999,12,4,1,46,-17,,0,30.3,31183.98,31183.98,06-12-2024,25,30,1039.466,2022-07
CUST_001293,14-05-2024,Small Business,Education,USA,Professional,149,1,2,1,67,23,,0,7.7,1177.42,1177.42,14-12-2024,17,8,147.1775,2024-05
CUST_001294,04-10-2023,Startup,Finance,Canada,Basic,49,1,3,0,67,100,,0,15.1,730.15,730.15,04-12-2024,27,15,48.67666667,2023-10
CUST_001295,07-12-2024,Small Business,Finance,USA,Basic,49,12,8,1,88,45,,0,0.8,49.5,49.5,07-12-2024,24,1,49.5,2024-12
CUST_001296,22-05-2022,Mid-Market,Healthcare,USA,Enterprise,999,1,24,1,55,48,,0,31.8,32090.99,32090.99,22-12-2024,9,32,1002.843438,2022-05
CUST_001297,06-06-2023,Enterprise,Manufacturing,UK,Business,399,24,487,0,56,-3,11-01-2024,1,7.3,3212.45,3212.45,06-01-2024,360,8,401.55625,2023-06
CUST_001298,26-09-2020,Small Business,Education,UK,Professional,149,12,5,0,49,5,,0,51.9,7892.04,7892.04,26-12-2024,5,52,151.77,2020-09
CUST_001299,08-03-2022,Small Business,Technology,USA,Business,399,12,4,1,69,-3,05-08-2023,1,17.2,7007.56,7007.56,08-07-2023,542,17,412.2094118,2022-03
CUST_001300,07-08-2023,Startup,Technology,Other,Professional,149,1,1,1,86,31,,0,17.1,2686.46,2686.46,07-12-2024,24,17,158.0270588,2023-08
CUST_001301,25-12-2021,Mid-Market,Retail,USA,Basic,49,1,30,1,85,36,,0,36.7,1838.25,1838.25,25-12-2024,6,37,49.68243243,2021-12
CUST_001302,03-04-2023,Startup,Retail,Germany,Business,399,12,1,5,99,35,,0,21.3,8517.98,8517.98,03-12-2024,28,21,405.6180952,2023-04
CUST_001303,05-01-2020,Startup,Finance,USA,Business,399,36,2,2,39,73,,0,60.7,24217.36,24217.36,05-12-2024,26,60,403.6226667,2020-01
CUST_001304,30-04-2022,Mid-Market,Retail,UK,Professional,149,12,16,4,71,37,,0,32.5,4927.76,4927.76,28-12-2024,3,33,149.3260606,2022-04
CUST_001305,03-11-2023,Startup,Retail,USA,Basic,49,24,3,1,73,-50,,0,14.1,713.94,713.94,03-12-2024,28,14,50.99571429,2023-11
CUST_001306,18-03-2020,Startup,Healthcare,USA,Basic,49,1,3,2,35,12,20-09-2021,1,18.4,960.31,960.31,18-09-2021,1200,19,50.54263158,2020-03
CUST_001307,04-12-2023,Small Business,Healthcare,USA,Business,399,1,4,1,84,24,,0,13.1,5326.23,5326.23,04-12-2024,27,13,409.71,2023-12
CUST_001308,27-07-2021,Startup,Finance,UK,Business,399,24,3,2,19,8,,0,41.8,17140.25,17140.25,27-12-2024,4,42,408.1011905,2021-07
CUST_001309,11-05-2020,Startup,Real Estate,UK,Business,399,12,3,2,60,21,,0,56.5,22440.81,22440.81,11-12-2024,20,56,400.72875,2020-05
CUST_001310,23-08-2021,Small Business,Other,USA,Business,399,12,3,2,31,3,,0,40.9,16582.86,16582.86,23-12-2024,8,41,404.46,2021-08
CUST_001311,07-11-2024,Mid-Market,Real Estate,Other,Business,399,1,19,2,100,80,,0,1.8,818.35,818.35,07-12-2024,24,2,409.175,2024-11
CUST_001312,01-12-2022,Startup,Manufacturing,USA,Business,399,1,4,3,62,-23,,0,25.4,10383.63,10383.63,01-12-2024,30,25,415.3452,2022-12
CUST_001313,29-03-2020,Small Business,Retail,UK,Basic,49,12,5,3,83,-23,,0,57.9,2915.15,2915.15,28-12-2024,3,58,50.2612069,2020-03
CUST_001314,05-02-2021,Small Business,Manufacturing,USA,Professional,149,24,4,1,65,-31,,0,47.5,7101.52,7101.52,05-12-2024,26,47,151.0961702,2021-02
CUST_001315,22-10-2020,Mid-Market,Other,UK,Professional,149,1,12,2,50,60,10-10-2021,1,11.8,1906.82,1906.82,22-09-2021,1196,12,158.9016667,2020-10
CUST_001316,11-08-2023,Startup,Technology,France,Basic,49,36,4,3,87,-31,,0,16.9,832.15,832.15,11-12-2024,20,17,48.95,2023-08
CUST_001317,07-09-2021,Enterprise,Finance,UK,Business,399,1,120,1,64,51,,0,40.4,16076.58,16076.58,07-12-2024,24,40,401.9145,2021-09
CUST_001318,29-03-2024,Startup,Manufacturing,USA,Enterprise,999,12,1,4,41,24,26-09-2024,1,6,6174.86,6174.86,29-08-2024,124,6,1029.143333,2024-03
CUST_001319,10-03-2022,Mid-Market,Manufacturing,USA,Professional,149,1,32,4,52,19,17-11-2023,1,20.6,3141.18,3141.18,10-11-2023,417,21,149.58,2022-03
CUST_001320,10-09-2024,Mid-Market,Healthcare,France,Enterprise,999,12,15,2,44,45,,0,3.7,4080.82,4080.82,10-12-2024,21,4,1020.205,2024-09
CUST_001321,18-07-2024,Small Business,Retail,USA,Professional,149,1,9,1,63,98,,0,5.5,1032.69,1032.69,18-12-2024,13,6,172.115,2024-07
CUST_001322,25-02-2021,Enterprise,Education,USA,Professional,149,1,223,0,59,-18,,0,46.8,7162.08,7162.08,25-12-2024,6,47,152.3846809,2021-02
CUST_001323,12-11-2022,Small Business,Finance,USA,Professional,149,36,3,1,60,1,,0,26,4078.57,4078.57,12-12-2024,19,26,156.8680769,2022-11
CUST_001324,28-07-2021,Startup,Education,USA,Basic,49,24,4,5,74,-33,,0,41.7,2081.34,2081.34,28-12-2024,3,42,49.55571429,2021-07
CUST_001325,22-05-2020,Startup,Healthcare,USA,Professional,149,24,4,1,100,37,,0,56.1,8429.65,8429.65,22-12-2024,9,56,150.5294643,2020-05
CUST_001326,19-09-2022,Mid-Market,Other,Australia,Professional,149,1,42,3,66,9,,0,27.8,4124.73,4124.73,19-12-2024,12,28,147.3117857,2022-09
CUST_001327,26-10-2021,Mid-Market,Finance,Germany,Enterprise,999,36,34,2,48,-14,,0,38.7,39380.47,39380.47,26-12-2024,5,39,1009.755641,2021-10
CUST_001328,24-05-2020,Startup,Retail,Canada,Professional,149,12,4,1,100,11,,0,56.1,8536.21,8536.21,24-12-2024,7,56,152.4323214,2020-05
CUST_001329,02-06-2023,Startup,Technology,USA,Basic,49,24,3,4,94,-11,,0,19.3,953.07,953.07,02-12-2024,29,19,50.16157895,2023-06
CUST_001330,03-10-2022,Small Business,Technology,UK,Basic,49,1,3,2,76,62,,0,27.3,1350.23,1350.23,03-12-2024,28,27,50.00851852,2022-10
CUST_001331,17-05-2021,Small Business,Retail,UK,Enterprise,999,1,3,2,67,-49,,0,44.1,44572.62,44572.62,17-12-2024,14,44,1013.014091,2021-05
CUST_001332,31-03-2022,Mid-Market,Finance,Canada,Professional,149,36,13,1,72,87,08-12-2023,1,20.6,3230.93,3230.93,28-11-2023,399,21,153.8538095,2022-03
CUST_001333,27-06-2024,Startup,Finance,USA,Enterprise,999,12,2,4,18,84,,0,6.2,6990.38,6990.38,27-12-2024,4,7,998.6257143,2024-06
CUST_001334,13-04-2020,Small Business,Technology,Other,Professional,149,24,4,5,33,-4,,0,57.4,8647.35,8647.35,13-12-2024,18,57,151.7078947,2020-04
CUST_001335,28-11-2022,Mid-Market,Education,UK,Professional,149,12,39,2,82,41,,0,25.5,3907.15,3907.15,28-12-2024,3,26,150.275,2022-11
CUST_001336,16-07-2020,Mid-Market,Education,Other,Business,399,12,21,3,93,100,,0,54.3,21653.2,21653.2,16-12-2024,15,54,400.9851852,2020-07
CUST_001337,27-07-2024,Startup,Technology,USA,Basic,49,24,4,1,28,39,,0,5.2,298.85,298.85,27-12-2024,4,6,49.80833333,2024-07
CUST_001338,01-08-2021,Enterprise,Retail,USA,Business,399,12,102,0,47,-10,,0,41.6,16331.36,16331.36,01-12-2024,30,41,398.3258537,2021-08
CUST_001339,25-01-2021,Mid-Market,Education,USA,Professional,149,24,49,1,51,67,,0,47.9,7145.45,7145.45,25-12-2024,6,48,148.8635417,2021-01
CUST_001340,17-04-2023,Small Business,Retail,France,Business,399,1,5,2,46,53,,0,20.8,8477.37,8477.37,17-12-2024,14,21,403.6842857,2023-04
CUST_001341,07-07-2021,Mid-Market,Healthcare,USA,Business,399,1,27,0,71,-12,,0,42.4,17052.81,17052.81,07-12-2024,24,42,406.0192857,2021-07
CUST_001342,11-01-2024,Enterprise,Retail,Australia,Basic,49,1,63,1,79,-5,,0,11.8,587.05,587.05,11-12-2024,20,12,48.92083333,2024-01
CUST_001343,03-03-2024,Startup,Technology,Australia,Professional,149,12,2,2,44,21,28-08-2024,1,5.9,901.27,901.27,03-08-2024,150,6,150.2116667,2024-03
CUST_001344,04-11-2022,Startup,Healthcare,Germany,Basic,49,24,4,3,36,95,,0,26.3,1312.79,1312.79,04-12-2024,27,26,50.49192308,2022-11
CUST_001345,04-07-2024,Startup,Technology,Germany,Basic,49,12,3,3,41,-15,,0,6,291.43,291.43,04-12-2024,27,6,48.57166667,2024-07
CUST_001346,19-08-2024,Startup,Retail,Germany,Business,399,12,4,2,55,17,,0,4.5,1915.65,1915.65,19-12-2024,12,5,383.13,2024-08
CUST_001347,05-08-2023,Small Business,Technology,Germany,Basic,49,24,5,1,96,96,,0,17.1,834.81,834.81,05-12-2024,26,17,49.10647059,2023-08
CUST_001348,22-04-2021,Startup,Other,USA,Professional,149,1,3,1,66,10,,0,45,6731.87,6731.87,22-12-2024,9,45,149.5971111,2021-04
CUST_001349,08-06-2023,Small Business,Healthcare,Germany,Basic,49,24,7,3,100,72,,0,19.1,966.55,966.55,08-12-2024,23,19,50.87105263,2023-06
CUST_001350,11-07-2022,Small Business,Technology,Australia,Basic,49,36,3,0,80,24,,0,30.1,1490.91,1490.91,11-12-2024,20,30,49.697,2022-07
CUST_001351,23-02-2021,Startup,Finance,USA,Basic,49,1,1,1,52,92,25-12-2021,1,10.2,550.67,550.67,23-12-2021,1104,11,50.06090909,2021-02
CUST_001352,05-06-2020,Mid-Market,Healthcare,Other,Basic,49,1,17,0,67,71,,0,55.7,2783.04,2783.04,05-12-2024,26,55,50.60072727,2020-06
CUST_001353,03-07-2021,Small Business,Finance,USA,Business,399,1,8,3,54,36,,0,42.6,16847.14,16847.14,03-12-2024,28,42,401.122381,2021-07
CUST_001354,04-01-2024,Small Business,Healthcare,USA,Professional,149,24,8,2,43,26,,0,12.1,1794.4,1794.4,04-12-2024,27,12,149.5333333,2024-01
CUST_001355,25-01-2023,Mid-Market,Technology,USA,Enterprise,999,1,28,3,58,-6,22-06-2023,1,4.9,4926.77,4926.77,25-05-2023,586,5,985.354,2023-01
CUST_001356,17-10-2022,Enterprise,Healthcare,USA,Basic,49,24,372,2,80,-39,,0,26.9,1310.94,1310.94,17-12-2024,14,27,48.55333333,2022-10
CUST_001357,23-09-2022,Startup,Finance,France,Business,399,12,4,1,53,29,,0,27.7,11729.1,11729.1,23-12-2024,8,28,418.8964286,2022-09
CUST_001358,05-12-2023,Startup,Technology,Other,Business,399,24,1,2,60,47,,0,13.1,5015.45,5015.45,05-12-2024,26,13,385.8038462,2023-12
CUST_001359,08-08-2022,Small Business,Education,France,Basic,49,24,9,4,53,62,,0,29.2,1403.47,1403.47,08-12-2024,23,29,48.39551724,2022-08
CUST_001360,15-10-2020,Enterprise,Retail,Other,Business,399,36,192,6,92,100,,0,51.3,20596.44,20596.44,15-12-2024,16,51,403.8517647,2020-10
CUST_001361,01-07-2023,Enterprise,Retail,USA,Business,399,1,491,1,61,-24,,0,18.3,7287.58,7287.58,01-12-2024,30,18,404.8655556,2023-07
CUST_001362,14-07-2020,Startup,Finance,USA,Professional,149,1,2,1,58,24,,0,54.4,7963.08,7963.08,14-12-2024,17,54,147.4644444,2020-07
CUST_001363,20-08-2021,Small Business,Retail,UK,Business,399,1,9,2,59,48,,0,41,16820.85,16820.85,20-12-2024,11,41,410.2646341,2021-08
CUST_001364,25-03-2024,Mid-Market,Other,France,Professional,149,12,49,5,71,-10,,0,9.4,1552.56,1552.56,25-12-2024,6,10,155.256,2024-03
CUST_001365,31-05-2021,Small Business,Technology,USA,Basic,49,12,8,1,66,52,,0,43.7,2188.12,2188.12,28-12-2024,3,44,49.73,2021-05
CUST_001366,16-07-2024,Mid-Market,Technology,Other,Professional,149,36,44,0,84,42,,0,5.6,916.35,916.35,16-12-2024,15,6,152.725,2024-07
CUST_001367,14-05-2022,Small Business,Technology,Canada,Business,399,24,2,2,57,14,07-10-2022,1,4.9,2066.03,2066.03,14-09-2022,839,5,413.206,2022-05
CUST_001368,15-02-2023,Startup,Technology,Other,Professional,149,1,2,3,100,-30,,0,22.8,3359.78,3359.78,15-12-2024,16,23,146.0773913,2023-02
CUST_001369,16-03-2022,Small Business,Technology,USA,Professional,149,24,5,3,50,27,,0,34,5333.64,5333.64,16-12-2024,15,34,156.8717647,2022-03
CUST_001370,28-03-2023,Small Business,Manufacturing,UK,Professional,149,1,7,3,67,47,,0,21.5,3405.27,3405.27,28-12-2024,3,22,154.785,2023-03
CUST_001371,25-03-2022,Small Business,Finance,France,Business,399,1,3,5,74,-42,,0,33.7,13779.82,13779.82,25-12-2024,6,34,405.2888235,2022-03
CUST_001372,15-08-2020,Small Business,Other,France,Business,399,24,3,0,64,16,,0,53.3,21634.84,21634.84,15-12-2024,16,53,408.2045283,2020-08
CUST_001373,03-08-2020,Small Business,Technology,USA,Basic,49,36,8,1,65,16,,0,53.7,2667.84,2667.84,03-12-2024,28,53,50.33660377,2020-08
CUST_001374,05-08-2022,Mid-Market,Healthcare,Other,Business,399,1,41,3,47,66,,0,29.3,11757.5,11757.5,05-12-2024,26,29,405.4310345,2022-08
CUST_001375,15-09-2024,Small Business,Other,Australia,Professional,149,24,4,2,78,-14,,0,3.6,656.4,656.4,15-12-2024,16,4,164.1,2024-09
CUST_001376,15-01-2020,Mid-Market,Education,USA,Professional,149,24,43,4,68,49,,0,60.4,9072.48,9072.48,15-12-2024,16,60,151.208,2020-01
CUST_001377,26-03-2023,Startup,Finance,USA,Professional,149,1,2,2,65,55,26-03-2024,1,12.2,1988.17,1988.17,26-03-2024,280,13,152.9361538,2023-03
CUST_001378,29-07-2024,Small Business,Retail,UK,Business,399,1,7,3,26,36,,0,5.2,2607.5,2607.5,29-12-2024,2,6,434.5833333,2024-07
CUST_001379,08-07-2023,Startup,Education,UK,Business,399,24,2,2,76,65,,0,18.1,7188.32,7188.32,08-12-2024,23,18,399.3511111,2023-07
CUST_001380,26-03-2023,Enterprise,Finance,Germany,Professional,149,24,296,5,77,100,,0,21.5,3514.34,3514.34,26-12-2024,5,22,159.7427273,2023-03
CUST_001381,16-02-2020,Startup,Technology,USA,Professional,149,12,3,3,9,68,,0,59.3,8947.89,8947.89,16-12-2024,15,59,151.6591525,2020-02
CUST_001382,19-11-2020,Small Business,Education,Canada,Professional,149,1,6,0,77,12,,0,50.1,7646.41,7646.41,19-12-2024,12,50,152.9282,2020-11
CUST_001383,23-04-2022,Startup,Finance,Canada,Basic,49,12,1,0,60,53,,0,32.8,1610.97,1610.97,23-12-2024,8,33,48.81727273,2022-04
CUST_001384,04-09-2024,Mid-Market,Technology,USA,Enterprise,999,24,44,2,31,76,,0,3.9,4079.28,4079.28,04-12-2024,27,4,1019.82,2024-09
CUST_001385,09-05-2020,Small Business,Finance,UK,Professional,149,12,6,6,45,0,15-03-2021,1,10.3,1679.58,1679.58,09-03-2021,1393,11,152.6890909,2020-05
CUST_001386,05-12-2023,Startup,Finance,USA,Professional,149,1,4,4,40,54,11-06-2024,1,6.3,1046.98,1046.98,05-06-2024,209,7,149.5685714,2023-12
CUST_001387,04-04-2020,Mid-Market,Real Estate,USA,Business,399,24,33,5,48,39,,0,57.7,22924.81,22924.81,04-12-2024,27,57,402.1896491,2020-04
CUST_001388,18-09-2021,Mid-Market,Technology,Canada,Basic,49,12,36,3,75,53,,0,40,1963.22,1963.22,18-12-2024,13,40,49.0805,2021-09
CUST_001389,24-01-2022,Small Business,Real Estate,Other,Business,399,24,6,3,76,-25,,0,35.7,14234.91,14234.91,24-12-2024,7,36,395.4141667,2022-01
CUST_001390,08-08-2023,Small Business,Finance,USA,Business,399,36,8,2,76,24,,0,17,6815.58,6815.58,08-12-2024,23,17,400.9164706,2023-08
CUST_001391,04-03-2022,Mid-Market,Finance,USA,Business,399,24,14,2,59,4,16-10-2022,1,7.5,3283.19,3283.19,04-10-2022,819,8,410.39875,2022-03
CUST_001392,30-07-2023,Mid-Market,Technology,USA,Basic,49,36,27,0,100,41,,0,17.3,893.34,893.34,29-12-2024,2,18,49.63,2023-07
CUST_001393,09-03-2020,Mid-Market,Manufacturing,USA,Professional,149,36,29,4,15,59,16-12-2021,1,21.6,3591.91,3591.91,09-12-2021,1118,22,163.2686364,2020-03
CUST_001394,10-08-2024,Startup,Real Estate,UK,Basic,49,12,4,1,44,-41,,0,4.8,248.94,248.94,10-12-2024,21,5,49.788,2024-08
CUST_001395,11-01-2020,Small Business,Healthcare,Germany,Professional,149,24,3,2,70,44,,0,60.5,9081.08,9081.08,11-12-2024,20,60,151.3513333,2020-01
CUST_001396,01-07-2023,Startup,Technology,USA,Business,399,12,1,3,51,89,,0,18.3,7295.54,7295.54,01-12-2024,30,18,405.3077778,2023-07
CUST_001397,21-05-2022,Startup,Retail,Other,Basic,49,12,4,1,59,90,,0,31.8,1611.24,1611.24,21-12-2024,10,32,50.35125,2022-05
CUST_001398,03-07-2021,Small Business,Education,USA,Business,399,1,4,4,65,93,29-09-2022,1,15.1,6154.3,6154.3,03-09-2022,850,15,410.2866667,2021-07
CUST_001399,03-03-2023,Enterprise,Technology,Australia,Professional,149,12,417,1,59,63,,0,22.3,3303.12,3303.12,03-12-2024,28,22,150.1418182,2023-03
