transaction_id,customer_id,transaction_date,amount,transaction_type,status,payment_method,year_month,cohort_month,transaction_month
CUST_001514_TXN_0006,CUST_001514,10-08-2023,141.92,Subscription,Completed,Credit Card,2023-08,2023-03,2023-08
CUST_001514_TXN_0007,CUST_001514,10-09-2023,136.52,Subscription,Completed,Credit Card,2023-09,2023-03,2023-09
CUST_001514_TXN_0008,CUST_001514,10-10-2023,147.24,Subscription,Completed,Credit Card,2023-10,2023-03,2023-10
CUST_001514_TXN_0009,CUST_001514,10-11-2023,153.71,Subscription,Completed,Credit Card,2023-11,2023-03,2023-11
CUST_001514_TXN_0010,CUST_001514,10-12-2023,153.4,Subscription,Completed,Credit Card,2023-12,2023-03,2023-12
CUST_001514_TXN_0011,CUST_001514,10-01-2024,154.46,Subscription,Completed,Credit Card,2024-01,2023-03,2024-01
CUST_001514_TXN_0012,CUST_001514,10-02-2024,139.61,Subscription,Completed,Credit Card,2024-02,2023-03,2024-02
CUST_001514_TXN_0013,CUST_001514,10-03-2024,153.25,Subscription,Completed,Credit Card,2024-03,2023-03,2024-03
CUST_001514_TXN_0014,CUST_001514,10-04-2024,135.68,Subscription,Completed,Credit Card,2024-04,2023-03,2024-04
CUST_001514_TXN_0015,CUST_001514,10-05-2024,136.76,Subscription,Completed,Credit Card,2024-05,2023-03,2024-05
CUST_001514_TXN_0016,CUST_001514,10-06-2024,162.12,Subscription,Completed,Wire Transfer,2024-06,2023-03,2024-06
CUST_001514_TXN_0017,CUST_001514,10-07-2024,151.75,Subscription,Completed,Credit Card,2024-07,2023-03,2024-07
CUST_001515_TXN_0001,CUST_001515,16-09-2022,147.72,New,Completed,ACH,2022-09,2022-09,2022-09
CUST_001515_TXN_0002,CUST_001515,16-10-2022,158.18,Subscription,Completed,ACH,2022-10,2022-09,2022-10
CUST_001515_TXN_0003,CUST_001515,16-11-2022,149.36,Subscription,Completed,ACH,2022-11,2022-09,2022-11
CUST_001515_TXN_0004,CUST_001515,16-12-2022,152.59,Subscription,Completed,Credit Card,2022-12,2022-09,2022-12
CUST_001515_TXN_0005,CUST_001515,16-01-2023,169.75,Subscription,Completed,ACH,2023-01,2022-09,2023-01
CUST_001515_TXN_0006,CUST_001515,16-02-2023,156.42,Subscription,Completed,Wire Transfer,2023-02,2022-09,2023-02
CUST_001515_TXN_0007,CUST_001515,16-03-2023,161.78,Subscription,Completed,Wire Transfer,2023-03,2022-09,2023-03
CUST_001515_TXN_0008,CUST_001515,16-04-2023,160.36,Subscription,Completed,Credit Card,2023-04,2022-09,2023-04
CUST_001515_TXN_0009,CUST_001515,16-05-2023,160.6,Subscription,Completed,Credit Card,2023-05,2022-09,2023-05
CUST_001515_TXN_0010,CUST_001515,16-06-2023,159.63,Subscription,Completed,Credit Card,2023-06,2022-09,2023-06
CUST_001515_TXN_0011,CUST_001515,16-07-2023,140.36,Subscription,Completed,Credit Card,2023-07,2022-09,2023-07
CUST_001515_TXN_0012,CUST_001515,16-08-2023,155.63,Subscription,Completed,Wire Transfer,2023-08,2022-09,2023-08
CUST_001515_TXN_0013,CUST_001515,16-09-2023,152.48,Subscription,Completed,ACH,2023-09,2022-09,2023-09
CUST_001515_TXN_0014,CUST_001515,16-10-2023,146.3,Subscription,Completed,Credit Card,2023-10,2022-09,2023-10
CUST_001515_TXN_0015,CUST_001515,16-11-2023,141.78,Subscription,Completed,ACH,2023-11,2022-09,2023-11
CUST_001515_TXN_0016,CUST_001515,16-12-2023,184.18,Subscription,Completed,ACH,2023-12,2022-09,2023-12
CUST_001515_TXN_0017,CUST_001515,16-01-2024,159.54,Subscription,Completed,ACH,2024-01,2022-09,2024-01
CUST_001515_TXN_0018,CUST_001515,16-02-2024,159.61,Subscription,Completed,Credit Card,2024-02,2022-09,2024-02
CUST_001515_TXN_0019,CUST_001515,16-03-2024,149.25,Subscription,Completed,Credit Card,2024-03,2022-09,2024-03
CUST_001515_TXN_0020,CUST_001515,16-04-2024,136.45,Subscription,Completed,Credit Card,2024-04,2022-09,2024-04
CUST_001515_TXN_0021,CUST_001515,16-05-2024,162.96,Subscription,Completed,Credit Card,2024-05,2022-09,2024-05
CUST_001515_TXN_0022,CUST_001515,16-06-2024,142.4,Subscription,Completed,ACH,2024-06,2022-09,2024-06
CUST_001515_TXN_0023,CUST_001515,16-07-2024,141.42,Subscription,Completed,Credit Card,2024-07,2022-09,2024-07
CUST_001515_TXN_0024,CUST_001515,16-08-2024,155.19,Subscription,Completed,Credit Card,2024-08,2022-09,2024-08
CUST_001515_TXN_0025,CUST_001515,16-09-2024,139.96,Subscription,Completed,Credit Card,2024-09,2022-09,2024-09
CUST_001515_TXN_0026,CUST_001515,16-10-2024,159.52,Subscription,Completed,Credit Card,2024-10,2022-09,2024-10
CUST_001515_TXN_0027,CUST_001515,16-11-2024,138.66,Subscription,Completed,Wire Transfer,2024-11,2022-09,2024-11
CUST_001515_TXN_0028,CUST_001515,16-12-2024,136.85,Subscription,Completed,ACH,2024-12,2022-09,2024-12
CUST_001516_TXN_0001,CUST_001516,02-08-2020,51.19,New,Completed,Credit Card,2020-08,2020-08,2020-08
CUST_001516_TXN_0002,CUST_001516,02-09-2020,51.19,Subscription,Completed,Wire Transfer,2020-09,2020-08,2020-09
CUST_001516_TXN_0003,CUST_001516,02-10-2020,49.77,Subscription,Completed,Credit Card,2020-10,2020-08,2020-10
CUST_001516_TXN_0004,CUST_001516,02-11-2020,52.66,Subscription,Completed,Credit Card,2020-11,2020-08,2020-11
CUST_001516_TXN_0005,CUST_001516,02-12-2020,46.39,Subscription,Completed,Credit Card,2020-12,2020-08,2020-12
CUST_001516_TXN_0006,CUST_001516,02-01-2021,49.9,Subscription,Completed,Credit Card,2021-01,2020-08,2021-01
CUST_001516_TXN_0007,CUST_001516,02-02-2021,49.69,Subscription,Completed,ACH,2021-02,2020-08,2021-02
CUST_001516_TXN_0008,CUST_001516,02-03-2021,52.6,Subscription,Completed,ACH,2021-03,2020-08,2021-03
CUST_001516_TXN_0009,CUST_001516,02-04-2021,52.8,Subscription,Completed,ACH,2021-04,2020-08,2021-04
CUST_001516_TXN_0010,CUST_001516,02-05-2021,44.15,Subscription,Completed,ACH,2021-05,2020-08,2021-05
CUST_001516_TXN_0011,CUST_001516,02-06-2021,53.38,Subscription,Completed,Credit Card,2021-06,2020-08,2021-06
CUST_001516_TXN_0012,CUST_001516,02-07-2021,53.81,Subscription,Completed,Credit Card,2021-07,2020-08,2021-07
CUST_001516_TXN_0013,CUST_001516,02-08-2021,46.11,Subscription,Completed,Credit Card,2021-08,2020-08,2021-08
CUST_001516_TXN_0014,CUST_001516,02-09-2021,53.63,Subscription,Completed,ACH,2021-09,2020-08,2021-09
CUST_001516_TXN_0015,CUST_001516,02-10-2021,51.93,Subscription,Completed,Credit Card,2021-10,2020-08,2021-10
CUST_001516_TXN_0016,CUST_001516,02-11-2021,50.72,Subscription,Completed,Credit Card,2021-11,2020-08,2021-11
CUST_001516_TXN_0017,CUST_001516,02-12-2021,79.03,Subscription,Completed,ACH,2021-12,2020-08,2021-12
CUST_001516_TXN_0018,CUST_001516,02-01-2022,53.47,Subscription,Completed,ACH,2022-01,2020-08,2022-01
CUST_001516_TXN_0019,CUST_001516,02-02-2022,50.08,Subscription,Completed,Credit Card,2022-02,2020-08,2022-02
CUST_001516_TXN_0020,CUST_001516,02-03-2022,46.18,Subscription,Completed,Credit Card,2022-03,2020-08,2022-03
CUST_001516_TXN_0021,CUST_001516,02-04-2022,45.14,Subscription,Completed,ACH,2022-04,2020-08,2022-04
CUST_001516_TXN_0022,CUST_001516,02-05-2022,44.62,Subscription,Completed,Credit Card,2022-05,2020-08,2022-05
CUST_001516_TXN_0023,CUST_001516,02-06-2022,51.23,Subscription,Completed,ACH,2022-06,2020-08,2022-06
CUST_001516_TXN_0024,CUST_001516,02-07-2022,47.52,Subscription,Completed,Credit Card,2022-07,2020-08,2022-07
CUST_001516_TXN_0025,CUST_001516,02-08-2022,53.86,Subscription,Completed,Wire Transfer,2022-08,2020-08,2022-08
CUST_001516_TXN_0026,CUST_001516,02-09-2022,53.06,Subscription,Completed,Credit Card,2022-09,2020-08,2022-09
CUST_001516_TXN_0027,CUST_001516,02-10-2022,52.3,Subscription,Completed,Credit Card,2022-10,2020-08,2022-10
CUST_001516_TXN_0028,CUST_001516,02-11-2022,53.53,Subscription,Completed,Credit Card,2022-11,2020-08,2022-11
CUST_001516_TXN_0029,CUST_001516,02-12-2022,51.8,Subscription,Completed,Credit Card,2022-12,2020-08,2022-12
CUST_001516_TXN_0030,CUST_001516,02-01-2023,46.02,Subscription,Completed,ACH,2023-01,2020-08,2023-01
CUST_001516_TXN_0031,CUST_001516,02-02-2023,53.03,Subscription,Completed,ACH,2023-02,2020-08,2023-02
CUST_001516_TXN_0032,CUST_001516,02-03-2023,49.53,Subscription,Completed,ACH,2023-03,2020-08,2023-03
CUST_001516_TXN_0033,CUST_001516,02-04-2023,48.51,Subscription,Completed,Credit Card,2023-04,2020-08,2023-04
CUST_001516_TXN_0034,CUST_001516,02-05-2023,50.72,Subscription,Completed,ACH,2023-05,2020-08,2023-05
CUST_001516_TXN_0035,CUST_001516,02-06-2023,51.74,Subscription,Completed,Credit Card,2023-06,2020-08,2023-06
CUST_001516_TXN_0036,CUST_001516,02-07-2023,46.06,Subscription,Completed,Credit Card,2023-07,2020-08,2023-07
CUST_001516_TXN_0037,CUST_001516,02-08-2023,49.86,Subscription,Completed,Credit Card,2023-08,2020-08,2023-08
CUST_001516_TXN_0038,CUST_001516,02-09-2023,48.91,Subscription,Completed,Credit Card,2023-09,2020-08,2023-09
CUST_001516_TXN_0039,CUST_001516,02-10-2023,49.74,Subscription,Completed,Credit Card,2023-10,2020-08,2023-10
CUST_001516_TXN_0040,CUST_001516,02-11-2023,49.21,Subscription,Completed,ACH,2023-11,2020-08,2023-11
CUST_001516_TXN_0041,CUST_001516,02-12-2023,46.34,Subscription,Completed,Credit Card,2023-12,2020-08,2023-12
CUST_001516_TXN_0042,CUST_001516,02-01-2024,52.25,Subscription,Completed,Credit Card,2024-01,2020-08,2024-01
CUST_001516_TXN_0043,CUST_001516,02-02-2024,52.15,Subscription,Completed,PayPal,2024-02,2020-08,2024-02
CUST_001516_TXN_0044,CUST_001516,02-03-2024,44.47,Subscription,Completed,PayPal,2024-03,2020-08,2024-03
CUST_001516_TXN_0045,CUST_001516,02-04-2024,51.65,Subscription,Completed,Credit Card,2024-04,2020-08,2024-04
CUST_001516_TXN_0046,CUST_001516,02-05-2024,50.62,Subscription,Completed,Credit Card,2024-05,2020-08,2024-05
CUST_001516_TXN_0047,CUST_001516,02-06-2024,53.56,Subscription,Completed,Credit Card,2024-06,2020-08,2024-06
CUST_001516_TXN_0048,CUST_001516,02-07-2024,45.3,Subscription,Completed,Credit Card,2024-07,2020-08,2024-07
CUST_001516_TXN_0049,CUST_001516,02-08-2024,49.31,Subscription,Completed,PayPal,2024-08,2020-08,2024-08
CUST_001516_TXN_0050,CUST_001516,02-09-2024,48.34,Subscription,Completed,ACH,2024-09,2020-08,2024-09
CUST_001516_TXN_0051,CUST_001516,02-10-2024,51.49,Subscription,Completed,Credit Card,2024-10,2020-08,2024-10
CUST_001516_TXN_0052,CUST_001516,02-11-2024,46.27,Subscription,Completed,Credit Card,2024-11,2020-08,2024-11
CUST_001516_TXN_0053,CUST_001516,02-12-2024,53.85,Subscription,Completed,ACH,2024-12,2020-08,2024-12
CUST_001517_TXN_0001,CUST_001517,10-03-2021,49.96,New,Completed,Credit Card,2021-03,2021-03,2021-03
CUST_001517_TXN_0002,CUST_001517,10-04-2021,44.74,Subscription,Completed,Credit Card,2021-04,2021-03,2021-04
CUST_001517_TXN_0003,CUST_001517,10-05-2021,46.4,Subscription,Completed,Credit Card,2021-05,2021-03,2021-05
CUST_001517_TXN_0004,CUST_001517,10-06-2021,53.43,Subscription,Completed,ACH,2021-06,2021-03,2021-06
CUST_001517_TXN_0005,CUST_001517,10-07-2021,51.29,Subscription,Completed,Credit Card,2021-07,2021-03,2021-07
CUST_001517_TXN_0006,CUST_001517,10-08-2021,47.25,Subscription,Completed,ACH,2021-08,2021-03,2021-08
CUST_001517_TXN_0007,CUST_001517,10-09-2021,49.88,Subscription,Completed,Credit Card,2021-09,2021-03,2021-09
CUST_001517_TXN_0008,CUST_001517,10-10-2021,52.43,Subscription,Completed,Wire Transfer,2021-10,2021-03,2021-10
CUST_001517_TXN_0009,CUST_001517,10-11-2021,45.03,Subscription,Completed,Credit Card,2021-11,2021-03,2021-11
CUST_001517_TXN_0010,CUST_001517,10-12-2021,47.34,Subscription,Completed,ACH,2021-12,2021-03,2021-12
CUST_001517_TXN_0011,CUST_001517,10-01-2022,46.77,Subscription,Completed,Credit Card,2022-01,2021-03,2022-01
CUST_001517_TXN_0012,CUST_001517,10-02-2022,47.03,Subscription,Completed,ACH,2022-02,2021-03,2022-02
CUST_001517_TXN_0013,CUST_001517,10-03-2022,47.44,Subscription,Completed,Wire Transfer,2022-03,2021-03,2022-03
CUST_001517_TXN_0014,CUST_001517,10-04-2022,49.26,Subscription,Completed,Credit Card,2022-04,2021-03,2022-04
CUST_001517_TXN_0015,CUST_001517,10-05-2022,50.16,Subscription,Completed,Credit Card,2022-05,2021-03,2022-05
CUST_001517_TXN_0016,CUST_001517,10-06-2022,52.29,Subscription,Completed,Credit Card,2022-06,2021-03,2022-06
CUST_001517_TXN_0017,CUST_001517,10-07-2022,45.18,Subscription,Completed,PayPal,2022-07,2021-03,2022-07
CUST_001517_TXN_0018,CUST_001517,10-08-2022,49.87,Subscription,Completed,Credit Card,2022-08,2021-03,2022-08
CUST_001517_TXN_0019,CUST_001517,10-09-2022,46.18,Subscription,Completed,Wire Transfer,2022-09,2021-03,2022-09
CUST_001517_TXN_0020,CUST_001517,10-10-2022,44.25,Subscription,Completed,ACH,2022-10,2021-03,2022-10
CUST_001517_TXN_0021,CUST_001517,10-11-2022,44.91,Subscription,Completed,ACH,2022-11,2021-03,2022-11
CUST_001517_TXN_0022,CUST_001517,10-12-2022,48.38,Subscription,Completed,Credit Card,2022-12,2021-03,2022-12
CUST_001517_TXN_0023,CUST_001517,10-01-2023,47.32,Subscription,Completed,ACH,2023-01,2021-03,2023-01
CUST_001517_TXN_0024,CUST_001517,10-02-2023,53.62,Subscription,Completed,Credit Card,2023-02,2021-03,2023-02
CUST_001517_TXN_0025,CUST_001517,10-03-2023,53.27,Subscription,Completed,Credit Card,2023-03,2021-03,2023-03
CUST_001517_TXN_0026,CUST_001517,10-04-2023,47.74,Subscription,Completed,Credit Card,2023-04,2021-03,2023-04
CUST_001517_TXN_0027,CUST_001517,10-05-2023,48.72,Subscription,Completed,ACH,2023-05,2021-03,2023-05
CUST_001517_TXN_0028,CUST_001517,10-06-2023,53.15,Subscription,Completed,ACH,2023-06,2021-03,2023-06
CUST_001517_TXN_0029,CUST_001517,10-07-2023,47.6,Subscription,Completed,Wire Transfer,2023-07,2021-03,2023-07
CUST_001517_TXN_0030,CUST_001517,10-08-2023,50.97,Subscription,Completed,Credit Card,2023-08,2021-03,2023-08
CUST_001517_TXN_0031,CUST_001517,10-09-2023,49.98,Subscription,Completed,Credit Card,2023-09,2021-03,2023-09
CUST_001517_TXN_0032,CUST_001517,10-10-2023,51.21,Subscription,Completed,ACH,2023-10,2021-03,2023-10
CUST_001517_TXN_0033,CUST_001517,10-11-2023,45.55,Subscription,Completed,Wire Transfer,2023-11,2021-03,2023-11
CUST_001517_TXN_0034,CUST_001517,10-12-2023,48.56,Subscription,Completed,Credit Card,2023-12,2021-03,2023-12
CUST_001517_TXN_0035,CUST_001517,10-01-2024,44.23,Subscription,Completed,ACH,2024-01,2021-03,2024-01
CUST_001517_TXN_0036,CUST_001517,10-02-2024,49.65,Subscription,Completed,ACH,2024-02,2021-03,2024-02
CUST_001517_TXN_0037,CUST_001517,10-03-2024,50.36,Subscription,Completed,Credit Card,2024-03,2021-03,2024-03
CUST_001517_TXN_0038,CUST_001517,10-04-2024,47.71,Subscription,Completed,Credit Card,2024-04,2021-03,2024-04
CUST_001517_TXN_0039,CUST_001517,10-05-2024,47.96,Subscription,Completed,ACH,2024-05,2021-03,2024-05
CUST_001517_TXN_0040,CUST_001517,10-06-2024,50.58,Subscription,Completed,Credit Card,2024-06,2021-03,2024-06
CUST_001517_TXN_0041,CUST_001517,10-07-2024,52.14,Subscription,Completed,Wire Transfer,2024-07,2021-03,2024-07
CUST_001517_TXN_0042,CUST_001517,10-08-2024,44.82,Subscription,Completed,ACH,2024-08,2021-03,2024-08
CUST_001517_TXN_0043,CUST_001517,10-09-2024,53.43,Subscription,Completed,Wire Transfer,2024-09,2021-03,2024-09
CUST_001517_TXN_0044,CUST_001517,10-10-2024,47.09,Subscription,Completed,Credit Card,2024-10,2021-03,2024-10
CUST_001517_TXN_0045,CUST_001517,10-11-2024,45.17,Subscription,Completed,Credit Card,2024-11,2021-03,2024-11
CUST_001517_TXN_0046,CUST_001517,10-12-2024,47.84,Subscription,Completed,Credit Card,2024-12,2021-03,2024-12
CUST_001518_TXN_0001,CUST_001518,09-08-2022,437.34,New,Completed,Wire Transfer,2022-08,2022-08,2022-08
CUST_001518_TXN_0002,CUST_001518,09-09-2022,372.03,Subscription,Completed,Credit Card,2022-09,2022-08,2022-09
CUST_001518_TXN_0003,CUST_001518,09-10-2022,424.99,Subscription,Completed,Credit Card,2022-10,2022-08,2022-10
CUST_001518_TXN_0004,CUST_001518,09-11-2022,438.16,Subscription,Completed,Credit Card,2022-11,2022-08,2022-11
CUST_001518_TXN_0005,CUST_001518,09-12-2022,400.41,Subscription,Completed,ACH,2022-12,2022-08,2022-12
CUST_001518_TXN_0006,CUST_001518,09-01-2023,360.82,Subscription,Completed,Credit Card,2023-01,2022-08,2023-01
CUST_001518_TXN_0007,CUST_001518,09-02-2023,432.19,Subscription,Completed,Credit Card,2023-02,2022-08,2023-02
CUST_001518_TXN_0008,CUST_001518,09-03-2023,417.91,Subscription,Completed,Wire Transfer,2023-03,2022-08,2023-03
CUST_001518_TXN_0009,CUST_001518,09-04-2023,434.06,Subscription,Completed,Wire Transfer,2023-04,2022-08,2023-04
CUST_001518_TXN_0010,CUST_001518,09-05-2023,395.31,Subscription,Completed,Credit Card,2023-05,2022-08,2023-05
CUST_001518_TXN_0011,CUST_001518,09-06-2023,419.34,Subscription,Completed,ACH,2023-06,2022-08,2023-06
CUST_001518_TXN_0012,CUST_001518,09-07-2023,383.88,Subscription,Completed,Wire Transfer,2023-07,2022-08,2023-07
CUST_001518_TXN_0013,CUST_001518,09-08-2023,427.33,Subscription,Completed,Credit Card,2023-08,2022-08,2023-08
CUST_001518_TXN_0014,CUST_001518,09-09-2023,409.31,Subscription,Completed,Credit Card,2023-09,2022-08,2023-09
CUST_001518_TXN_0015,CUST_001518,09-10-2023,428.45,Subscription,Completed,Credit Card,2023-10,2022-08,2023-10
CUST_001518_TXN_0016,CUST_001518,09-11-2023,388.15,Subscription,Completed,Credit Card,2023-11,2022-08,2023-11
CUST_001518_TXN_0017,CUST_001518,09-12-2023,417.51,Subscription,Completed,PayPal,2023-12,2022-08,2023-12
CUST_001518_TXN_0018,CUST_001518,09-01-2024,361.95,Subscription,Completed,Credit Card,2024-01,2022-08,2024-01
CUST_001518_TXN_0019,CUST_001518,09-02-2024,368.52,Subscription,Completed,Credit Card,2024-02,2022-08,2024-02
CUST_001518_TXN_0020,CUST_001518,09-03-2024,391.42,Subscription,Completed,Credit Card,2024-03,2022-08,2024-03
CUST_001518_TXN_0021,CUST_001518,09-04-2024,411.25,Subscription,Completed,Credit Card,2024-04,2022-08,2024-04
CUST_001518_TXN_0022,CUST_001518,09-05-2024,382.31,Subscription,Completed,ACH,2024-05,2022-08,2024-05
CUST_001518_TXN_0023,CUST_001518,09-06-2024,413.52,Subscription,Completed,Wire Transfer,2024-06,2022-08,2024-06
CUST_001518_TXN_0024,CUST_001518,09-07-2024,387.75,Subscription,Completed,Credit Card,2024-07,2022-08,2024-07
CUST_001518_TXN_0025,CUST_001518,09-08-2024,436.97,Subscription,Completed,Wire Transfer,2024-08,2022-08,2024-08
CUST_001518_TXN_0026,CUST_001518,09-09-2024,391.52,Subscription,Completed,Credit Card,2024-09,2022-08,2024-09
CUST_001518_TXN_0027,CUST_001518,09-10-2024,414.46,Subscription,Completed,Credit Card,2024-10,2022-08,2024-10
CUST_001518_TXN_0028,CUST_001518,09-11-2024,359.87,Subscription,Completed,ACH,2024-11,2022-08,2024-11
CUST_001518_TXN_0029,CUST_001518,09-12-2024,372.6,Subscription,Completed,Credit Card,2024-12,2022-08,2024-12
CUST_001519_TXN_0001,CUST_001519,23-12-2021,368.75,New,Completed,Credit Card,2021-12,2021-12,2021-12
CUST_001519_TXN_0002,CUST_001519,23-01-2022,387.64,Subscription,Completed,ACH,2022-01,2021-12,2022-01
CUST_001519_TXN_0003,CUST_001519,23-02-2022,379.37,Subscription,Completed,Credit Card,2022-02,2021-12,2022-02
CUST_001519_TXN_0004,CUST_001519,23-03-2022,366.95,Subscription,Completed,Wire Transfer,2022-03,2021-12,2022-03
CUST_001519_TXN_0005,CUST_001519,23-04-2022,401.25,Subscription,Completed,PayPal,2022-04,2021-12,2022-04
CUST_001519_TXN_0006,CUST_001519,23-05-2022,359.19,Subscription,Completed,Credit Card,2022-05,2021-12,2022-05
CUST_001519_TXN_0007,CUST_001519,23-06-2022,400.23,Subscription,Completed,PayPal,2022-06,2021-12,2022-06
CUST_001519_TXN_0008,CUST_001519,23-07-2022,396.5,Subscription,Completed,Credit Card,2022-07,2021-12,2022-07
CUST_001519_TXN_0009,CUST_001519,23-08-2022,438.86,Subscription,Completed,Credit Card,2022-08,2021-12,2022-08
CUST_001519_TXN_0010,CUST_001519,23-09-2022,396,Subscription,Completed,Wire Transfer,2022-09,2021-12,2022-09
CUST_001519_TXN_0011,CUST_001519,23-10-2022,371.63,Subscription,Completed,Credit Card,2022-10,2021-12,2022-10
CUST_001519_TXN_0012,CUST_001519,23-11-2022,385.34,Subscription,Completed,Credit Card,2022-11,2021-12,2022-11
CUST_001519_TXN_0013,CUST_001519,23-12-2022,435.74,Subscription,Completed,Credit Card,2022-12,2021-12,2022-12
CUST_001519_TXN_0014,CUST_001519,23-01-2023,387.53,Subscription,Completed,Credit Card,2023-01,2021-12,2023-01
CUST_001519_TXN_0015,CUST_001519,23-02-2023,431.37,Subscription,Completed,Wire Transfer,2023-02,2021-12,2023-02
CUST_001519_TXN_0016,CUST_001519,23-03-2023,374.59,Subscription,Completed,Credit Card,2023-03,2021-12,2023-03
CUST_001519_TXN_0017,CUST_001519,23-04-2023,401.33,Subscription,Completed,Credit Card,2023-04,2021-12,2023-04
CUST_001519_TXN_0018,CUST_001519,23-05-2023,396.79,Subscription,Completed,PayPal,2023-05,2021-12,2023-05
CUST_001519_TXN_0019,CUST_001519,23-06-2023,407.11,Subscription,Completed,ACH,2023-06,2021-12,2023-06
CUST_001519_TXN_0020,CUST_001519,23-07-2023,367.63,Subscription,Completed,Credit Card,2023-07,2021-12,2023-07
CUST_001519_TXN_0021,CUST_001519,23-08-2023,436.1,Subscription,Completed,Credit Card,2023-08,2021-12,2023-08
CUST_001519_TXN_0022,CUST_001519,23-09-2023,413.85,Subscription,Completed,Wire Transfer,2023-09,2021-12,2023-09
CUST_001519_TXN_0023,CUST_001519,23-10-2023,412.81,Subscription,Completed,Credit Card,2023-10,2021-12,2023-10
CUST_001519_TXN_0024,CUST_001519,23-11-2023,402.23,Subscription,Completed,Wire Transfer,2023-11,2021-12,2023-11
CUST_001519_TXN_0025,CUST_001519,23-12-2023,385.1,Subscription,Completed,ACH,2023-12,2021-12,2023-12
CUST_001519_TXN_0026,CUST_001519,23-01-2024,418.79,Subscription,Completed,Wire Transfer,2024-01,2021-12,2024-01
CUST_001519_TXN_0027,CUST_001519,23-02-2024,360.84,Subscription,Completed,Credit Card,2024-02,2021-12,2024-02
CUST_001519_TXN_0028,CUST_001519,23-03-2024,420.41,Subscription,Completed,ACH,2024-03,2021-12,2024-03
CUST_001519_TXN_0029,CUST_001519,23-04-2024,398.8,Subscription,Completed,Credit Card,2024-04,2021-12,2024-04
CUST_001519_TXN_0030,CUST_001519,23-05-2024,360.79,Subscription,Completed,Wire Transfer,2024-05,2021-12,2024-05
CUST_001519_TXN_0031,CUST_001519,23-06-2024,395.11,Subscription,Completed,Credit Card,2024-06,2021-12,2024-06
CUST_001519_TXN_0032,CUST_001519,23-07-2024,359.53,Subscription,Completed,Credit Card,2024-07,2021-12,2024-07
CUST_001519_TXN_0033,CUST_001519,23-08-2024,373.43,Subscription,Completed,Wire Transfer,2024-08,2021-12,2024-08
CUST_001519_TXN_0034,CUST_001519,23-09-2024,425.46,Subscription,Completed,Wire Transfer,2024-09,2021-12,2024-09
CUST_001519_TXN_0035,CUST_001519,23-10-2024,404.99,Subscription,Completed,Credit Card,2024-10,2021-12,2024-10
CUST_001519_TXN_0036,CUST_001519,23-11-2024,411.43,Subscription,Completed,Credit Card,2024-11,2021-12,2024-11
CUST_001519_TXN_0037,CUST_001519,23-12-2024,438.17,Subscription,Completed,ACH,2024-12,2021-12,2024-12
CUST_001520_TXN_0001,CUST_001520,03-09-2023,44.32,New,Completed,Credit Card,2023-09,2023-09,2023-09
CUST_001520_TXN_0002,CUST_001520,03-10-2023,44.91,Subscription,Completed,Credit Card,2023-10,2023-09,2023-10
CUST_001520_TXN_0003,CUST_001520,03-11-2023,49.64,Subscription,Completed,Credit Card,2023-11,2023-09,2023-11
CUST_001520_TXN_0004,CUST_001520,03-12-2023,52.31,Subscription,Completed,Credit Card,2023-12,2023-09,2023-12
CUST_001520_TXN_0005,CUST_001520,03-01-2024,47.93,Subscription,Completed,Credit Card,2024-01,2023-09,2024-01
CUST_001520_TXN_0006,CUST_001520,03-02-2024,49.5,Subscription,Completed,Wire Transfer,2024-02,2023-09,2024-02
CUST_001520_TXN_0007,CUST_001520,03-03-2024,44.97,Subscription,Completed,ACH,2024-03,2023-09,2024-03
CUST_001520_TXN_0008,CUST_001520,03-04-2024,51.25,Subscription,Completed,Credit Card,2024-04,2023-09,2024-04
CUST_001520_TXN_0009,CUST_001520,03-05-2024,47.2,Subscription,Completed,Credit Card,2024-05,2023-09,2024-05
CUST_001520_TXN_0010,CUST_001520,03-06-2024,50.6,Subscription,Completed,ACH,2024-06,2023-09,2024-06
CUST_001520_TXN_0011,CUST_001520,03-07-2024,49.06,Subscription,Completed,Wire Transfer,2024-07,2023-09,2024-07
CUST_001520_TXN_0012,CUST_001520,03-08-2024,46.76,Subscription,Completed,Credit Card,2024-08,2023-09,2024-08
CUST_001520_TXN_0013,CUST_001520,03-09-2024,51.84,Subscription,Completed,Wire Transfer,2024-09,2023-09,2024-09
CUST_001520_TXN_0014,CUST_001520,03-10-2024,53.13,Subscription,Completed,Credit Card,2024-10,2023-09,2024-10
CUST_001520_TXN_0015,CUST_001520,03-11-2024,50.15,Subscription,Completed,Credit Card,2024-11,2023-09,2024-11
CUST_001520_TXN_0016,CUST_001520,03-12-2024,44.76,Subscription,Completed,Wire Transfer,2024-12,2023-09,2024-12
CUST_001521_TXN_0001,CUST_001521,01-02-2020,144.37,New,Completed,Wire Transfer,2020-02,2020-02,2020-02
CUST_001521_TXN_0002,CUST_001521,01-03-2020,140.98,Subscription,Completed,Wire Transfer,2020-03,2020-02,2020-03
CUST_001521_TXN_0003,CUST_001521,01-04-2020,157.22,Subscription,Completed,Credit Card,2020-04,2020-02,2020-04
CUST_001521_TXN_0004,CUST_001521,01-05-2020,138.63,Subscription,Completed,Credit Card,2020-05,2020-02,2020-05
CUST_001521_TXN_0005,CUST_001521,01-06-2020,158.43,Subscription,Completed,ACH,2020-06,2020-02,2020-06
